"v_products_model";"v_status";"v_products_name_3";"v_products_description_3";"v_products_image";"v_products_price";"v_products_quantity";"v_products_weight";"v_categories_image_1";"v_categories_name_1_3";"v_categories_image_2";"v_categories_name_2_3";"v_manufacturers_name";"v_tax_class_title";"EOREOR"
17442;"Active";"VIBRADOR PUNTO-G CON MANDO A DISTANCIA ROSA";"<p>
	Este vibrador de Shots Toys es muy suave, pero en realidad su potencia es incre&iacute;ble. Tiene 10 posiciones distintas, muy excitantes, que pueden seleccionarse con el mando a distancia inal&aacute;mbrico. Desde la posici&oacute;n m&aacute;s suave a una posici&oacute;n con vibraciones m&aacute;s fuertes.<br />
	<br />
	Puedes controlarlo con un mando que funciona hasta 20 metros de distancia.<br />
	<br />
	Incluye tapa deslizante para proteger los botones.<br />
	<br />
	Este mando a distancia lo puedes utilizar como llavero y esta hecho de acero inoxidable.<br />
	<br />
	Adem&aacute;s, su forma &uacute;nica logra que la punta roce tu punto G y te proporciona un sensual placer.<br />
	<br />
	Alcanza el cl&iacute;max con este silencioso y potente vibrador para el N de gran calidad.<br />
	<br />
	Medidas: 19 cm. desde la base.<br />
	<br />
	Pilas incluidas.<br />
	Color: rosa.</p>
";"products/VIBRADOR_PUNTO-G_CON_MANDO_A_DISTANCIA_ROSA.jpg";"60.15";8;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"SHOTS";"IVA (Normal)";"EOREOR"
17603;"Active";"VIBRADOR PUNTO-G NARANJA";"<p>
	Funky Viberette es un masajeador del Punto G y del cl&iacute;toris de reducido tama&ntilde;o, perfecto para llevar de viaje.<br />
	<br />
	- Tacto aterciopelado.<br />
	- Es resistente al agua, por lo que podr&aacute;s utilizarlo en la ducha.<br />
	- Muy potente y silencioso.<br />
	- 12,5 cm de altura y 3cm de di&aacute;metro.<br />
	- Funciona con una pila modelo AA (no incluida).</p>
";"products/VIBRADOR_PUNTO-G_NARANJA.jpg";"12.45";34;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"TOY JOY";"IVA (Normal)";"EOREOR"
17602;"Active";"VIBRADOR PUNTO-G VIOLETA";"<p>
	Funky Viberette es un masajeador del Punto G y del cl&iacute;toris de reducido tama&ntilde;o, perfecto para llevar de viaje.<br />
	<br />
	- Tacto aterciopelado.<br />
	- Es resistente al agua, por lo que podr&aacute;s utilizarlo en la ducha.<br />
	- Muy potente y silencioso.<br />
	- 12,5 cm de&nbsp; altura&nbsp; y 3cm de di&aacute;metro.<br />
	- Funciona con una pila modelo AA (no incluida).</p>
";"products/VIBRADOR_PUNTO-G_VIOLETA.jpg";"12.75";50;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"TOY JOY";"IVA (Normal)";"EOREOR"
17577;"Active";"CARMEN LUVANA VAGINA Y ANO CON VIBRADOR ESTILO PERRITO";"<p>
	R&eacute;plica perfecta de la sensual vagina y ano a tama&ntilde;o real, de la popular actriz Carmen Luvana, de una calidad insuperable, gracias al nuevo material CYBERSKIN, una textura de tacto virtual, que proporciona la &uacute;ltima experiencia en placer y estimulaci&oacute;n sexual.<br />
	<br />
	Tanto los labios vaginales como el ano, han sido reproducidos hasta el m&iacute;nimo detalle, como nunca antes se hab&iacute;a conseguido en art&iacute;culos similares.<br />
	<br />
	El novedoso material interior de esta vagina, permite que despu&eacute;s de cada uso vuelva a recuperar su forma original.<br />
	<br />
	El material Cyberskin, simula perfectamente el tacto de la piel humana y la rigidez que necesita el pene, para disfrutar al m&aacute;ximo de todas las sensaciones.<br />
	<br />
	Niveles de intensidad variable mediante un sistema de vibraci&oacute;n Multi-velocidad.<br />
	<br />
	Despu&eacute;s de usar el juguete Ciberskin, lavar cuidadosamente con agua tibia y jab&oacute;n. Secar con un pa&ntilde;o limpio o toalla. No lo frote ya que podr&iacute;a desgastar la superficie.<br />
	<br />
	Incluye una muestra de material de limpieza y conservaci&oacute;n.<br />
	Funciona con 2 pilas R6/AA que puedes encontrar en la secci&oacute;n Pilas.<br />
	<br />
	Medidas:<br />
	Altura: 33 cm.<br />
	Anchura: 40,5 cm.<br />
	Profundidad: 11,45 cm.<br />
	Peso: 4,55 Kg.</p>
";"products/CARMEN_LUVANA_VAGINA_Y_ANO_CON_VIBRADOR_ESTILO_PERRITO.jpg";"213.05";7;"4.55";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_vaginas_y_anos.jpg";"VAGINAS Y ANOS";"TOPCO SALES";"IVA (Normal)";"EOREOR"
17620;"Active";"EXTREME TOYZ FUCK ME SILLY 3 SUPER VAGINA Y ANO EXTRA REAL";"<p>
	Seguro que siempre hab&iacute;as so&ntilde;ado con estar con una belleza de largas piernas como esta.<br />
	<br />
	&iquest;A que esperas? s&aacute;cala&nbsp; de la caja, pon en marcha tu DVD, aplica el lubricante que te obsequiamos y lib&eacute;rate!.<br />
	<br />
	Este mega Masturbador es la r&eacute;plica mas realista que puedas probar, fabricada de fanta-flesh este material hiperrealista de alta calidad te transportara a una experiencia extraordinaria.<br />
	<br />
	Col&oacute;cala sobre la cama y admira sus peque&ntilde;os y bonitos pies, cada curva, cada detalle ha sido modelado a partir de la super-modelo con las piernas mas hermosas y la vagina m&aacute;s prieta que pudimos encontrar. T&uacute;mbala y empieza a disfrutarla por donde mas te apetezca.<br />
	<br />
	Su suave vulva te envuelve y masajea tu pene, es casi mejor que una vagina real.<br />
	<br />
	Dale una palmada a este maravilloso culo y escucha ese sonido tan real, pellizca las nalgas de este prieto culo y ll&eacute;nalo con tu pene. Ella esta caliente y nunca dice que no.<br />
	<br />
	Cuando hayas terminado, la limpieza es muy f&aacute;cil con tu limpiador de juguetes Pipedream y agua tibia.<br />
	<br />
	Lo mejor de todo, es que la puedes guardar debajo de la cama o en el armario, un almacenamiento f&aacute;cil despu&eacute;s de la diversi&oacute;n. sin compromisos, sin tonter&iacute;as y no te preocupes m&aacute;s de ella.<br />
	<br />
	Es toda una revelaci&oacute;n, en cualquier momento en cualquier lugar y para cualquier tama&ntilde;o de pene.<br />
	<br />
	No esperes m&aacute;s, consigue su Fuck Me Silly 3.<br />
	<br />
	Incluye:<br />
	-DVD<br />
	-Lubricante<br />
	-Limpiador de juguetes<br />
	<br />
	Longitud:109cm<br />
	Ancho: 34cm<br />
	Alto: 18cm<br />
	Peso del articulo: 13&acute;61 Kilos.<br />
	Peso del paquete:16&acute;78 kilos</p>
";"products/EXTREME_TOYZ_FUCK_ME_SILLY_3_SUPER_VAGINA_Y_ANO_EXTRA_REAL.jpg";"367.95";1;"17.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_vaginas_y_anos.jpg";"VAGINAS Y ANOS";"PIPEDREAM";"IVA (Normal)";"EOREOR"
17576;"Active";"ROXY REINOLDS VAGINA Y ANO CIBERSKIN ESTILO PERRITO";"<p>
	R&eacute;plica perfecta de la sensual vagina y ano a tama&ntilde;o real, de la popular actriz Roxy Reinolds, de una calidad insuperable, gracias al nuevo material CYBERSKIN, una textura de tacto virtual, que proporciona la &uacute;ltima experiencia en placer y estimulaci&oacute;n sexual.<br />
	<br />
	Tanto los labios vaginales como el ano, han sido modelados directamente del cuerpo de la actriz, como nunca antes se hab&iacute;a conseguido en art&iacute;culos similares.<br />
	<br />
	El novedoso material interior de esta vagina, permite que despu&eacute;s de cada uso vuelva a recuperar su forma original.<br />
	<br />
	El material Cyberskin, simula perfectamente el tacto de la piel humana y la rigidez que necesita el pene, para disfrutar al m&aacute;ximo de todas las sensaciones.<br />
	<br />
	Despu&eacute;s de usar el juguete Cyberskin, lavar cuidadosamente con agua tibia y jab&oacute;n. Secar con un pa&ntilde;o limpio o toalla. No lo frote ya que podr&iacute;a desgastar la superficie.<br />
	<br />
	Atr&eacute;vete a descubrir el otro lado de la masturbaci&oacute;n.<br />
	<br />
	Incluye DVD protagonizado por la misma actriz Roxy Reinolds de 75min. de duraci&oacute;n.<br />
	<br />
	Medidas:<br />
	Altura: 34,29 cm.<br />
	Anchura: 25,40 cm.<br />
	Profundidad: 13,97 cm.<br />
	Peso: 5,5 Kg.</p>
";"products/ROXY_REINOLDS_VAGINA_Y_ANO_CIBERSKIN_ESTILO_PERRITO.jpg";"253.95";3;"5.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_vaginas_y_anos.jpg";"VAGINAS Y ANOS";"TOPCO SALES";"IVA (Normal)";"EOREOR"
17679;"Active";"BET ON BLACK VIBRADOR SILICONA  NEGRO";"<p>
	Si usted est&aacute; buscando alg&uacute;n tipo de acci&oacute;n, entonces en la colecci&oacute;n Roulette Silicone, probablemente encontrar&aacute; el favorito para lograr su satisfacci&oacute;n completa.<br />
	<br />
	Con sus elegantes dise&ntilde;os europeos y la composici&oacute;n de silicona, esta colecci&oacute;n es impermeable, inodoro y libre de phalatos y de l&aacute;tex.<br />
	<br />
	Muy f&aacute;cil de utilizar gracias a su rueda inferior, que controla la regulaci&oacute;n de la intensidad progresivamente.<br />
	<br />
	- Rueda controladora de multivelocidad.<br />
	- Potente motor.<br />
	- Resistente al agua.<br />
	- Fabricado de silicona segura.<br />
	- Libre de phalatos y l&aacute;tex.<br />
	- Inodoro.<br />
	- Dise&ntilde;o sin costuras que se ajusta a los contornos del cuerpo.<br />
	- Intensidad m&aacute;xima con m&iacute;nimo ruido.<br />
	- Fabricado todo en Europa.<br />
	<br />
	Funciona con 2 pilas R6/AA que puedes encontrar en la secci&oacute;n Pilas.<br />
	<br />
	Medidas: 20 cm x 4 cm.</p>
";"products/BET_ON_BLACK_VIBRADOR_SILICONA_NEGRO.jpg";"87.45";5;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores.jpg";"VIBRADORES";"EVOLVED";"IVA (Normal)";"EOREOR"
17655;"Active";"G4 VIBES BIG BOSS VIBRADOR NEGRO RECARGABLE";"<p>
	&iexcl;Su nombre lo dice todo!. La estatura impresionante de este juguete entusiasma a todas las amantes del placer XL.<br />
	<br />
	Con una presencia abrumadora y una forma naturalista este vibrador toma r&aacute;pidamente el mando en cuesti&oacute;n de placer.<br />
	<br />
	Las conocedoras van a apreciar de forma especial el Big Boss (Jefe supremo) porque sus vibraciones intensas y su potente glande procuran una excitante estimulaci&oacute;n.<br />
	<br />
	El Big Boss convence gracias a los nuevos mandos G4 por su manejo ergon&oacute;mico y la t&eacute;cnica de recarga innovadora CLICK N CHARGE.<br />
	<br />
	Vibrador recargable CLICK N CHARGE: &iexcl;No se olvide del cargador correspondiente FUN Magnetic Plug!.<br />
	<br />
	Caracter&iacute;sticas especiales:<br />
	- 100% impermeable.<br />
	- Recargable con el FUN Magnetic Plug.<br />
	- Mando luminoso LOOP con funci&oacute;n MagicTouch.<br />
	- Mandos de f&aacute;cil manejo.<br />
	- Bot&oacute;n BOOSTER que permite una elecci&oacute;n directa de los programas.<br />
	- Cont&iacute;nua intensidad de vibraci&oacute;n regulable.<br />
	- 3 programas de vibraci&oacute;n.<br />
	- Motor potente, silencioso y duradero.<br />
	- Cuerpo vibratorio de silicona al 100%.<br />
	- Forma naturalista en formato XL.<br />
	<br />
	Medida: 22,8 cm.<br />
	Di&aacute;metro: 4,4 cm.</p>
";"products/G4_VIBES_BIG_BOSS_VIBRADOR_NEGRO_RECARGABLE.jpg";"84.00";3;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_hi_tech.jpg";"VIBRADORES HI-TECH";"FUN FACTORY";"IVA (Normal)";"EOREOR"
17654;"Active";"G4 VIBES CALLA VIBRADOR ROSA PASTEL RECARGABLE";"<p>
	Este vibrador es sensual y elegante como la flor de cala misma. Su forma caracter&iacute;stica e inolvidable convencer&aacute; a todos los amantes de lo especial.<br />
	<br />
	Este juguete embruja por su belleza y funcionalidad. Una estimulaci&oacute;n excitante est&aacute; garantizada, su punta afilada encuentra el punto de placer individual.<br />
	<br />
	El c&aacute;liz de la flor produce intensas sensaciones de placer en el cl&iacute;toris o en el ano y ofrece la seguridad necesaria para el uso anal.<br />
	<br />
	Gracias a los nuevos mandos G4 la CALA convence por su manejo ergon&oacute;mico y la t&eacute;cnica de recarga innovadora CLICK N CHARGE.<br />
	<br />
	Vibrador recargable CLICK N CHARGE: &iexcl;No se olvide del cargador correspondiente FUN Magnetic Plug!.<br />
	<br />
	Caracter&iacute;sticas especiales:<br />
	- 100% impermeable.<br />
	- recargable.<br />
	- Mando luminoso LOOP con funci&oacute;n MagicTouch.<br />
	- Mandos de f&aacute;cil manejo.<br />
	- Bot&oacute;n BOOSTER que permite una elecci&oacute;n directa de los programas.<br />
	- Cont&iacute;nua intensidad de vibraci&oacute;n regulable.<br />
	- 3 programas de vibraci&oacute;n.<br />
	- Motor potente, silencioso y duradero.<br />
	- Cuerpo vibratorio de silicona al 100%.<br />
	- Forma naturalista en formato XL.<br />
	- El c&aacute;liz impide la penetraci&oacute;n completa por eso el vibrador es adecuado para uso anal.<br />
	<br />
	Medida: 18,8 cm.<br />
	Di&aacute;metro: 4 cm.</p>
";"products/G4_VIBES_CALLA_VIBRADOR_ROSA_PASTEL_RECARGABLE.jpg";"84.00";1;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_hi_tech.jpg";"VIBRADORES HI-TECH";"FUN FACTORY";"IVA (Normal)";"EOREOR"
17657;"Active";"G4 VIBES ELEGANCE VIBRADOR VERDE CLARO RECARGABLE";"<p>
	Este vibrador es elegante, con estilo y est&eacute;tico al mismo tiempo.<br />
	<br />
	Purista y floral en su dise&ntilde;o ELEGANCE invita al experimento. Gracias a su nueva punta c&oacute;nica este juguete busca de forma certera su camino y acaricia con vibraciones intensas el &#39;Hot Spots&#39; del placer.<br />
	<br />
	Este elegante acompa&ntilde;ante, con los mandos G4 es completo y entusiasma por su manejo ergon&oacute;mico, el BOOSTER y la t&eacute;cnica de recarga innovadora CLICK N CHARGE.<br />
	<br />
	ELEGANCE tiene un nivel de estilo especial y abre el apetito.<br />
	<br />
	Vibrador recargable CLICK N CHARGE: &iexcl;No se olvide del cargador correspondiente FUN Magnetic Plug!.<br />
	<br />
	Caracter&iacute;sticas especiales:<br />
	- 100% impermeable.<br />
	- Recargable.<br />
	- Mando luminoso LOOP con funci&oacute;n MagicTouch.<br />
	- Mandos de f&aacute;cil manejo.<br />
	- Bot&oacute;n BOOSTER que permite una elecci&oacute;n directa de los programas.<br />
	- Cont&iacute;nua intensidad de vibraci&oacute;n regulable.<br />
	- 3 programas de vibraci&oacute;n.<br />
	- Motor potente, silencioso y duradero.<br />
	- Cuerpo vibratorio de silicona al 100%.<br />
	<br />
	Medida: 21,5 cm.<br />
	Di&aacute;metro: 4,4 cm.</p>
";"products/G4_VIBES_ELEGANCE_VIBRADOR_VERDE_CLARO_RECARGABLE.jpg";"84.00";1;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_hi_tech.jpg";"VIBRADORES HI-TECH";"FUN FACTORY";"IVA (Normal)";"EOREOR"
17659;"Active";"G4 VIBES PATCHY PAUL VIBRADOR ROSA RECARGABLE";"<p>
	Este simp&aacute;tico Don Juan es un aut&eacute;ntico cl&aacute;sico. Con su afilada naricita Patchy Paul excita y estimula intensamente el Punto G.<br />
	<br />
	Su cuerpo procura, gracias a sus anillos, sensaciones muy excitantes a la hora de la penetraci&oacute;n. Patchy Paul es un aut&eacute;ntico conocedor de mujeres con mucho encanto y un potente motor que no deja ning&uacute;n deseo sin cumplir.<br />
	<br />
	Gracias a los nuevos mandos G4 convence por su especial y ergon&oacute;mico manejo, el placer extra gracias al BOOSTER y la t&eacute;cnica de carga innovadora CLICK &#39;N&#39; CHARGE.<br />
	<br />
	Vibrador recargable CLICK N CHARGE: &iexcl;No se olvide del cargador correspondiente FUN Magnetic Plug!.<br />
	<br />
	Caracter&iacute;sticas especiales:<br />
	- 100% impermeable.<br />
	- Recargable.<br />
	- Mandos luminosos LOOP con funci&oacute;n Magic Touch.<br />
	- Mandos de uso f&aacute;cil.<br />
	- Bot&oacute;n BOOSTER que permite una elecci&oacute;n directa de los programas.<br />
	- Continua intensidad de vibraci&oacute;n regulable.<br />
	- 3 programas de vibraci&oacute;n.<br />
	- Motor potente, silencioso y duradero.<br />
	- Cuerpo vibratorio de silicona al 100%.<br />
	<br />
	Medida: 22 cm.<br />
	Di&aacute;metro: 4,1 cm.</p>
";"products/G4_VIBES_PATCHY_PAUL_VIBRADOR_ROSA_RECARGABLE.jpg";"84.00";1;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_hi_tech.jpg";"VIBRADORES HI-TECH";"FUN FACTORY";"IVA (Normal)";"EOREOR"
17651;"Active";"NIVANA VIBRADOR PURPURA";"<p>
	Vibe Therapy a creado esta nueva generaci&oacute;n de vibradores pensando en la mujer moderna, teniendo&nbsp; muy en cuenta el dise&ntilde;o y la calidad para proporcionar una experiencia completa y muy placentera. Experimenta la diferencia con este fant&aacute;stico producto<br />
	<br />
	El Nivana vibrador terap&eacute;utico esta dise&ntilde;ado para incrementar su intensidad adapt&aacute;ndose a tus estados de &aacute;nimo, fabricado al 100% en silicona m&eacute;dica y ergon&oacute;micamente dise&ntilde;ado para adaptarse a la perfecci&oacute;n a tu cuerpo y a tu mano, este vibrador te proporcionara una experiencia &uacute;nica.<br />
	<br />
	- Totalmente resistente al agua.<br />
	- Potente vibraci&oacute;n silenciosa.<br />
	- 7 programas que controlan la intensidad de la vibraci&oacute;n.<br />
	- Dise&ntilde;o muy imaginativo y ergon&oacute;mico.<br />
	- Silicona m&eacute;dica higi&eacute;nicamente superior.<br />
	- Botones t&aacute;ctiles para facilitar el uso.<br />
	<br />
	<br />
	Medidas: 20 cm x 3,5 cm.<br />
	<br />
	Funciona con 2 pilas R6/AA que puedes encontrar en la secci&oacute;n Pilas.</p>
";"products/NIVANA_VIBRADOR_PURPURA.jpg";"76.25";1;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_hi_tech.jpg";"VIBRADORES HI-TECH";"VIBE THERAPY";"IVA (Normal)";"EOREOR"
17468;"Active";"KT DE VIBRADORES Y HUEVO INALAMBRICO";"<p>
	Complet&iacute;simo kit de vibradores de alta tecnolog&iacute;a, con gran variedad de elecci&oacute;n, gracias a sus 3 diferentes juguetes, con los que podr&aacute;s probar un sinf&iacute;n de nuevas y placenteras experiencias.<br />
	<br />
	Este fabuloso kit incluye:<br />
	<br />
	Vibrador Diamont red impermeable con revestimiento de terciopelo ultrasuave y decoraci&oacute;n moderna de pedrer&iacute;a, especialmente dise&ntilde;ado para estimular el punto G, de 20cm.<br />
	<br />
	Vibrador Diamont red impermeable con revestimiento de terciopelo ultrasuave y decoraci&oacute;n moderna de pedrer&iacute;a, de 15 cm.<br />
	<br />
	Huevo vibrador inal&aacute;mbrico Diamont red y bonito mando a distancia decorado con detalles de pedrer&iacute;a.<br />
	<br />
	Todo lo que necesitas para una perfecta combinaci&oacute;n de placeres.<br />
	<br />
	Funciona con 2 pilas LR6/AA + 2 LR03/AAA&nbsp; (no incluidas) que puedes encontrar en la secci&oacute;n Pilas y 1 12V LR23A tama&ntilde;o 2N (incluidas).<br />
	<br />
	Este kit es perfecto para reglar en una ocasi&oacute;n especial.</p>
";"products/KT_DE_VIBRADORES_Y_HUEVO_INALAMBRICO.jpg";"62.25";7;"0.5";;"JUGUETES XXX";"categorias/juguetesXXX/categoria_vibradores_kits.jpg";"VIBRADORES KITS";"TOY JOY";"IVA (Normal)";"EOREOR"
17639;"Active";"CICI PELUCA ROJIZA";"<p>
	Incre&iacute;ble peluca de melena lisa con flequillo en tono cobrizo, modelo Cici, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/CICI_PELUCA_ROJIZA.jpg";"55.65";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17648;"Active";"CLEO PELUCA ROSA";"<p>
	Fant&aacute;stica peluca rosa de melena lisa con flequillo, modelo Cleo, de la prestigiosa colecci&oacute;n Pleasure Neon Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/CLEO_PELUCA_ROSA.jpg";"28.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17641;"Active";"DANIELLA PELUCA RIZADA MORENA";"<p>
	Incre&iacute;ble peluca casta&ntilde;a de pelo rizado y largo, modelo Daniella, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/DANIELLA_PELUCA_RIZADA_MORENA.jpg";"63.75";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17631;"Active";"HAYLEE PELUCA LILA";"<p>
	Incre&iacute;ble peluca morena con mechas en color lila, modelo Haylee, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/HAYLEE_PELUCA_LILA.jpg";"35.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17644;"Active";"JENNA PELUCA MARRON";"<p>
	Incre&iacute;ble peluca morena de pelo ondulado con flequillo, modelo Jenna, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/JENNA_PELUCA_MARRON.jpg";"35.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17630;"Active";"JENNIFER PELUCA RUBIA PLATINO";"<p>
	Incre&iacute;ble peluca rubia platino de pelo rizado, modelo Jennifer, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/JENNIFER_PELUCA_RUBIA_PLATINO.jpg";"70.45";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17624;"Active";"JESSIE PELUCA RUBIA PLATINO";"<p>
	Incre&iacute;ble peluca rubia platino de pelo largo y desmontado, modelo Jessie, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/JESSIE_PELUCA_RUBIA_PLATINO.jpg";"61.55";2;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17625;"Active";"JOEY PELUCA MORENA";"<p>
	Incre&iacute;ble peluca morena de pelo largo ondulado con flequillo, modelo Joey, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/JOEY_PELUCA_MORENA.jpg";"58.05";2;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17643;"Active";"KATIE PELUCA RUBIA PLATINO";"<p>
	Incre&iacute;ble peluca rubia platino de melena lisa con flequillo, modelo Katie, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/KATIE_PELUCA_RUBIA_PLATINO.jpg";"58.05";2;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17626;"Active";"LOLA PELUCA RUBIA";"<p>
	Incre&iacute;ble peluca rubia de pelo largo desmontado con flequillo, modelo Lola, de la prestigiosa colecci&oacute;n Pleasure Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/LOLA_PELUCA_RUBIA.jpg";"46.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17645;"Active";"MANSON PELUCA GOTICA BLANCA CON MECHAS NEGRAS";"<p>
	Fant&aacute;stica peluca g&oacute;tica blanca a mechas en color negro de pelo liso con flequillo, modelo Manson, de la prestigiosa colecci&oacute;n Pleasure Goth Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/MANSON_PELUCA_GOTICA_BLANCA_CON_MECHAS_NEGRAS.jpg";"35.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17634;"Active";"MANSON PELUCA GOTICA BLANCA CON MECHAS ROSA INTENSO";"<p>
	Fant&aacute;stica peluca g&oacute;tica blanca a mechas en color rosa intenso de pelo liso con flequillo, modelo Manson, de la prestigiosa colecci&oacute;n Pleasure Goth Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/MANSON_PELUCA_GOTICA_BLANCA_CON_MECHAS_ROSA_INTENSO.jpg";"35.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
17636;"Active";"MANSON PELUCA GOTICA MORENA CON MECHAS ROJAS";"<p>
	Fant&aacute;stica peluca g&oacute;tica morena a mechas en color rojo intenso de pelo liso con flequillo, modelo Manson, de la prestigiosa colecci&oacute;n Pleasure Goth Wigs.<br />
	<br />
	Totalmente ajustable, hecha de materiales sint&eacute;ticos de alta calidad que imitan fielmente el pelo natural.<br />
	<br />
	Aunque la laves con agua tibia y jab&oacute;n recupera su forma original.</p>
";"products/MANSON_PELUCA_GOTICA_MORENA_CON_MECHAS_ROJAS.jpg";"35.95";1;"0.5";;"LENCERIA";"categorias/";"PELUCAS";"PLEASURE WIGS";"IVA (Normal)";"EOREOR"
